url,date_time,category,title,description
https://thebell.io/strany-g7-dogovorilis-o-vvedenii-potolka-tsen-na-rossiyskuyu-neft,2 сентября 2022,Новости,Страны G7 договорились о введении потолка цен на российскую нефть,"Страны G7 подтвердили свое намерение установить предельные цены на нефть из России. Какой будет эта цена, в совместном заявлении министров финансов стран «большой семерки» не уточняется. Как будет осуществляться контроль за ценами на российскую нефть, тоже не ясно."
https://thebell.io/strany-g7-gotovyatsya-predstavit-plan-po-ogranicheniyu-tsen-na-neft-iz-rossii,1 сентября 2022,Новости,Страны G7 готовятся представить план по ограничению цен на нефть из России,"Министры финансов стран G7 в пятницу представят план по установлению предельных цен на нефть из России, пишет The Wall Street Journal со ссылкой на источники. По данным издания, план будет распространяться и на некоторые виды нефтепродуктов. Он предполагает запрет на финансирование и страхование поставок российской нефти, если она продается выше установленного потолка цен. Механизм реализации подобной идеи пока остается неясным и вряд ли сработает, считает экономист Марсель Салихов."
https://thebell.io/belousov-sprognoziroval-padenie-vvp-menee-chem-na-3-po-itogam-tekushchego-goda-2,29 августа 2022,Новости,Белоусов спрогнозировал падение ВВП менее чем на 3% по итогам текущего года,"Спад ВВП по итогам года может оказаться ниже 3%, а инфляция не превысит 13%, считает первый вице-премьер Андрей Белоусов."
https://thebell.io/shok-okazalsya-otlozhen-na-god-ekonomist-marsel-salikhov-o-sanktsiyakh-protiv-rossiyskoy-nefti-i-gazovoy-voyne,26 августа 2022,Интервью,«Шок оказался отложен на год». Экономист Марсель Салихов о санкциях против российской нефти и газовой войне,"До 24 февраля полное эмбарго на поставки российской нефти в Европу трудно было даже представить. После вторжения в Украину оно стало реальностью, но результаты нефтегазовых санкций пока остаются более чем скромными — добыча нефти в России после короткого спада восстановилась до довоенного уровня, нефтегазовые доходы бюджета продолжают ставить исторические рекорды, а сама Европа страдает от резкого роста цен на газ и электроэнергию и с опасением ждет зимы. Значит ли это, что западные нефтегазовые санкции провалились или их эффект еще предстоит оценить? Мы поговорили об этом с директором экономического направления Института энергетики и финансов НИУ ВШЭ Марселем Салиховым."
https://thebell.io/chtoby-vernut-ekonomiku-v-2021-god-nam-potrebuetsya-eshche-67-let-ekonomist-bloomberg-aleksandr-isakov--o-posledstviyakh-polugoda-voyny-dlya-ekonomiki,26 августа 2022,Интервью,"«Чтобы вернуть экономику в 2021 год, нам потребуется еще 6–7 лет». Экономист Bloomberg Александр Исаков — о последствиях полугода войны для экономики","Новые «девяностые», которыми пугали россиян вскоре после начала войны, пока не наступили: российская экономика пусть и пострадала, но не обрушилась под напором беспрецедентных западных санкций. О том, что с ней происходит сейчас и каковы ее перспективы, мы поговорили с экономистом Bloomberg Economics по России и Центральной и Восточной Европе Александром Исаковым."
https://thebell.io/frs-podtverdila-gotovnost-povyshat-stavku-dazhe-pri-padenii-ekonomiki,26 августа 2022,Новости,ФРС подтвердила готовность повышать ставку даже при падении экономики,"Глава ФРС Джером Пауэлл заявил о намерении продолжить борьбу с инфляцией, даже если это приведет к замедлению экономики. Регулятор изучает возможность повысить ключевую ставку на сентябрьском заседании на 0,75 п.п. третий раз подряд."
https://thebell.io/evropa-za-god-napravila-280-mlrd-na-smyagchenie-posledstviy-energokrizisa,25 августа 2022,Новости,Европа за год направила €280 млрд на смягчение последствий энергокризиса,"Европейские правительства за последний год выделили миллиарды евро на смягчение последствий энергетического кризиса. Но проблему это не решает: цены на электроэнергию бьют рекорды, а стоимость газа превысила $3200 за тысячу кубометров. В ближайшее время министры энергетики ЕС могут собраться на экстренное совещание для обсуждения дальнейших мер. Эксперты призывают сосредоточиться не на помощи бизнесу и домохозяйствам, а на сокращении потребления энергии."
https://thebell.io/promproizvodstvo-v-rossii-pokazalo-neozhidannoe-uluchshenie,25 августа 2022,Новости,Промпроизводство в России показало неожиданное улучшение,"В июле российская экономика показала удивительный результат, написал Bloomberg по материалам Росстата. Промпроизводство упало всего на 0,5% в годовом сравнении (прогноз — минус 2,3%), а с начала года — выросло на 1%. С учетом сезонности и в помесячном сравнении оно впервые с начала года выросло (на 1,2% к июню)."
https://thebell.io/telega-skripya-prodolzhit-ekhat-po-skolzkoy-doroge-vniz-ekonomist-vladimir-gimpelson--o-tom-kak-voyna-izmenila-rynok-truda-v-rossii,24 августа 2022,Интервью,"«Телега, скрипя, продолжит ехать по скользкой дороге вниз». Экономист Владимир Гимпельсон — о том, как война изменила рынок труда в России","Любые изменения в экономике затрагивают рынок труда, то есть то, как люди работают, ищут вакансии и сколько зарабатывают. Война с Украиной, которая длится уже полгода, могла стать для этого рынка и экономики в целом большим потрясением, но резких изменений мы пока не видим. О том, что будет происходить на рынке труда дальше, мы поговорили с одним из лучших в России специалистов в этой области, с директором Центра трудовых исследований Высшей школы экономики Владимиром Гимпельсоном."
https://thebell.io/evro-vpervye-s-serediny-iyulya-opustilsya-nizhe-pariteta-s-dollarom,22 августа 2022,Новости,Евро впервые с середины июля опустился ниже паритета с долларом,"Евро в понедельник вернулся к паритету с долларом впервые с середины июля, европейские фондовые индексы падают, а спотовые цены на газ в Европе превысили $3000 за тысячу кубометров. Причина — решение «Газпрома» в конце августа на три дня остановить «Северный поток» для техобслуживания последней оставшейся турбины. Из-за этого в Европе растут цены на газ и, как следствие, на электроэнергию, увеличивая риски рецессии в еврозоне."
https://thebell.io/inflyatsiya-v-velikobritanii-prevysila-10-vpervye-za-40-let,17 августа 2022,Новости,Инфляция в Великобритании превысила 10% впервые за 40 лет ,"Инфляция в Великобритании в июле составила 10,1%. Отметку в 10% показатель превысил впервые за 40 лет. Аналитики ждут ужесточения денежно-кредитной политики Банка Англии в ответ на стремительный рост потребительских цен. "
https://thebell.io/minekonomrazvitiya-uluchshilo-prognoz-po-vvp-inflyatsii-i-dokhodam-rossiyan,17 августа 2022,Новости,"Минэкономразвития улучшило прогноз по ВВП, инфляции и доходам россиян","Министерство экономического развития существенно улучшило прогноз по курсу рубля, ВВП и инфляции в 2022 году по сравнению с оценками, опубликованными в середине мая. Прогноз не публикуется целиком, но фрагмент с основными его показателями оказался в распоряжении четырех деловых изданий — данные приводят РБК, «Ведомости», Forbes и «Коммерсант». Эксперты считают некоторые оценки Минэка слишком оптимистичными."
https://thebell.io/gazprom-dopustil-rost-tsen-na-gaz-v-evrope-zimoy-vyshe-4000-za-tysyachu-kubometrov,16 августа 2022,Новости,«Газпром» допустил рост цен на газ в Европе зимой выше $4000 за тысячу кубометров,"«Газпром» заявил, что цены на газ в Европе зимой могут превысить $4000 за тысячу кубометров. Днем спотовые цены на газ в Европе пробили $2500 за тысячу кубометров."
https://thebell.io/tseny-na-elektroenergiyu-v-evrope-byut-rekordy-priblizhaya-retsessiyu,16 августа 2022,The Bell объясняет,"Цены на электроэнергию в Европе бьют рекорды, приближая рецессию","Цены на электроэнергию в Европе продолжают устанавливать новые максимумы на фоне растущих цен на газ. С июня — то есть с момента, когда «Газпром» ограничил прокачку по «Северному потоку», — стоимость газа удвоилась. Энергетический кризис продолжает усугубляться, разгоняя инфляцию еще сильнее, повышая риски рецессии в еврозоне — и делая сценарий глобального кризиса от ЦБ более вероятным."
https://thebell.io/globalnyy-krizis-ili-planovoe-padenie-kakie-stsenarii-tsb-prigotovil-dlya-rossiyskoy-ekonomiki,12 августа 2022,The Bell объясняет,Глобальный кризис или плановое падение. Какие сценарии ЦБ приготовил для российской экономики,"ЦБ в пятницу опубликовал свой главный стратегический документ — «Основные направления денежно-кредитной политики до 2025 года». В нем три сценария развития на ближайшие годы — базовый, «ускоренная адаптация» и «глобальный кризис». Ни один из них не предполагает, что российская экономика сможет полностью восстановиться от военных потерь на этом временном горизонте."
https://thebell.io/indiyskie-banki-opasayutsya-prisoedinyatsya-k-rossiyskoy-alternative-swift,12 августа 2022,Новости,Индийские банки опасаются присоединяться к российской альтернативе SWIFT,"Индийские банки отказываются присоединяться к российской альтернативе SWIFT — системе СПФС — для расчетов в рублях и рупиях, пишет индийское издание Economic Times со ссылкой на источники. Они опасаются, что российские банки-партнеры, с которыми возможен обмен по системе, в дальнейшем попадут под санкции, и связи индийского банка с СПФС (через индийский аналог SFMS) могут быть сочтены признаком обхода санкций США."
https://thebell.io/tsb-opisal-stsenariy-globalnogo-ekonomicheskogo-krizisa,12 августа 2022,Новости,ЦБ описал сценарий глобального экономического кризиса,"Центробанк в докладе об основных направлениях денежно-кредитной политики на 2023–2025 годы представил три прогнозных сценария — базовый, «ускоренная адаптация» и «глобальный кризис». Последний возможен в случае рецессии в мировой экономике и усиления геополитической напряженности и грозит кризисом, сопоставимым по масштабу с кризисом 2007–2008 годов."
https://thebell.io/vengriya-i-slovakiya-oplatili-tranzit-rossiyskoy-nefti-cherez-ukrainu,10 августа 2022,Новости,Венгрия и Словакия оплатили транзит российской нефти через Украину,"Венгерская MOL и словацкая Slovnaft сообщили, что сами оплатили транзит российской нефти через Украину по «Дружбе» и ожидают возобновления поставок в ближайшие дни. Прокачка нефти была приостановлена с 4 августа из-за того, что Россия в условиях санкций не смогла оплатить транзит."
https://thebell.io/ukraina-ostanovila-tranzit-nefti-iz-rossii-v-vengriyu-chekhiyu-i-slovakiyu,9 августа 2022,Новости,"Украина остановила транзит нефти из России в Венгрию, Чехию и Словакию","Украинская госкомпания «Укртранснафта» с 4 августа остановила прокачку российской нефти по южной ветке нефтепровода «Дружба». По этой ветке сырье поступает в Венгрию, Чехию и Словакию."
https://thebell.io/neravnyy-brak-spasaet-li-kitay-rossiyskuyu-ekonomiku-ot-sanktsiy,8 августа 2022,The Bell объясняет,Неравный брак. Спасает ли Китай российскую экономику от санкций?,"Китайско-американско-тайваньское обострение в связи с визитом Нэнси Пелоси может сыграть на руку России, которая пытается сделать Китай своим главным союзником в борьбе с западным миром. Прежде всего в экономике — только восточный сосед может помочь России пережить международную торговую изоляцию и санкции. Но насколько Китай готов это делать? Первые месяцы войны показывают: Китай помогает России политически, но вовсе не экономически."
https://thebell.io/bloomberg-nashel-dengi-rosatoma-v-turetskikh-rezervakh,5 августа 2022,Новости,Bloomberg нашел деньги «Росатома» в турецких резервах,"Международные резервы борющейся с инфляцией Турции на прошлой неделе подскочили на $3 млрд, из которых $1,4 млрд в валюте, а остальное в золоте. Причина в России, пишет Bloomberg со ссылкой на турецкие источники: «Росатом» продолжал переводить деньги на строительство АЭС «Аккую», а турецкие банки могли провести своп с центробанком страны."
https://thebell.io/pribyli--eto-edinstvennoe-chto-vazhno-kak-bigtekhi-gotovyatsya-k-retsessii,31 июля 2022,Bell.Инвестиции,"«Прибыли — это единственное, что важно». Как бигтехи готовятся к рецессии?","В центре внимания инвесторов на этой неделе — сезон отчетности в США, и прежде всего результаты бигтехов и их прогнозы на будущее. Технологические компании, бизнес которых значительно вырос во время пандемии, переживают худшие времена за последние годы. Рассказываем, как они прошли этот сезон отчетности и к чему готовятся."
https://thebell.io/bloomberg-nazval-oreshkina-arkhitektorom-ekonomicheskoy-kontrataki-putina,30 июля 2022,Новости,Bloomberg назвал Орешкина «архитектором экономической контратаки» Путина,"Bloomberg опубликовал материал о помощнике президента по экономике, 40-летнем Максиме Орешкине. Источники агентства напоминают, что именно он — автор идеи оплаты газа за рубли, которая после начала войны «позволила Путину создавать впечатление, что он [успешно] сопротивляется первому натиску [западных] санкций». Многие крупные европейские импортеры топлива были вынуждены согласиться с новой схемой и открыть счета в Газпромбанке, сам банк тем самым одним из немногих избежал попадания под санкции."
https://thebell.io/inflyatsiya-v-evrozone-v-iyule-dostigla-novogo-rekorda,29 июля 2022,Новости,Инфляция в еврозоне в июле достигла нового рекорда,"Инфляция в еврозоне в июле достигла нового исторического рекорда — 8,9% (в июне было 8,6%). И это, скорее всего, еще не пик инфляции, а, значит, стоит ждать еще одного значительного повышения ключевой ставки ЕЦБ, пишет Reuters."
https://thebell.io/ekonomika-ssha-padaet-vtoroy-kvartal-podryad-pochemu-frs-ne-speshit-priznavat-retsessiyu,28 июля 2022,The Bell объясняет,Экономика США падает второй квартал подряд. Почему ФРС не спешит признавать рецессию?,"Во втором квартале ВВП США сократился на 0,9% в годовом выражении. Падение идет второй квартал подряд, что формально считается наступлением рецессии. Но ФРС не спешит ее признавать: несмотря на явное замедление экономики, в среду регулятор второй раз подряд повысил ставку на 0,75 п.п. Так ФРС пытается справиться с самой высокой за 40 лет инфляцией, рискуя при этом загнать экономику США в рецессию. "
https://thebell.io/est-malyy-biznes-i-monopolii-mezhdu-nimi-propast-kak-nalogovaya-sistema-tormozit-rost-biznesa-v-rossii,28 июля 2022,Мнения,"«Есть малый бизнес и монополии, между ними пропасть». Как налоговая система тормозит рост бизнеса в России ","Двойные налоги, зашитые в многообразие государственных сборов, непрозрачные критерии налоговых режимов, которые вынуждают предпринимателей дробить бизнес, доначисления налогов после каждой проверки — все это мешает оставшимся в России бизнесам расти и развиваться. Что не так с фискальной системой в России и как ее можно реформировать, в колонке для The Bell вместе с читателями своего канала размышляет предприниматель Анастасия Татулова."
